,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Familysize
209,0,3,0,0.32744296452591326,0,0,0.015411575213749286,2,0
210,0,3,0,0.41975471449294477,0,0,0.04396587194327397,2,0
211,0,3,0,0.3538177502307794,0,0,0.013760683560491965,2,0
212,0,2,0,0.22194382170644866,0,0,0.1434624456306609,2,0
213,1,2,1,0.7890017143610708,1,0,0.050748620223090936,2,1
214,1,3,1,0.4988790716075432,4,2,0.015175789316712771,2,6
215,0,1,0,0.5516286430172755,0,0,0.08295447536466788,2,0
216,1,3,1,0.3538177502307794,0,0,0.01537917417160685,1,0
217,0,1,0,0.7494395358037717,1,1,0.32179836714362564,2,2
218,1,1,1,0.6571277858367401,1,1,0.41282050681475896,0,2
219,0,3,0,0.3538177502307794,0,0,0.015712553569072387,2,0
220,1,2,1,0.3933799287880786,1,0,0.027049600139910042,0,1
221,0,3,0,0.27469339311618096,0,0,0.015712553569072387,2,0
222,1,2,1,0.287880785968614,0,0,0.020494635090094415,2,0
223,0,3,0,0.27469339311618096,0,0,0.015216388212891242,2,0
224,1,1,1,0.6966899643940393,0,0,0.0535706338814965,0,0
225,1,3,1,0.3538177502307794,0,2,0.029757819776815374,0,2
226,0,3,0,0.3010681788210471,0,0,0.015216388212891242,2,0
227,1,3,1,0.3538177502307794,0,0,0.015126992566498259,1,0
228,0,3,0,0.5318475537386259,0,0,0.029473237129564348,2,0
229,0,2,0,0.47250428590267707,0,0,0.025374310111545468,2,0
230,0,2,0,0.18238164314914942,0,0,0.12687155055772734,2,0
231,1,1,1,0.27469339311618096,0,0,0.051822148727810165,2,0
232,0,3,0,0.27469339311618096,1,0,0.012678957201736696,2,1
233,0,3,0,0.3538177502307794,0,0,0.01537917417160685,1,0
234,0,1,0,0.5120664644599763,1,0,0.13913573538264068,0,1
235,0,3,0,0.2615060002637479,0,0,0.015330377421392339,2,0
236,0,1,0,0.8417512857708032,1,0,0.14687821814567664,0,1
237,0,3,0,0.2615060002637479,0,0,0.014102260811993537,0,0
238,1,2,1,0.23513121455888172,1,1,0.025374310111545468,2,2
239,1,1,1,0.630753000131874,1,0,0.20772776566317125,0,1
240,1,1,1,0.7230647500989055,0,0,0.05410739813385612,0,0
241,1,2,1,0.5911908215745747,0,2,0.05855610025741262,2,2
242,0,1,0,0.5911908215745747,1,1,0.2625265161540666,0,2
243,0,3,0,0.3538177502307794,0,0,0.015395374692678068,2,0
244,0,3,0,0.3538177502307794,1,2,0.04577135170121086,2,3
245,0,1,0,0.5384412501648425,1,0,0.10122885832000206,2,1
246,1,2,1,0.287880785968614,0,0,0.04098927018018883,2,0
247,0,2,0,0.5516286430172755,1,1,0.06343577527886367,2,2
248,1,2,1,0.38019253593564556,1,0,0.050748620223090936,2,1
249,1,3,1,0.3538177502307794,1,0,0.028212719478023115,0,1
250,1,2,1,0.009890544639324808,1,2,0.05416439273810667,2,3
251,0,3,0,0.2615060002637479,0,0,0.015468569817999833,2,0
252,0,1,0,0.3538177502307794,1,0,0.26697521827762305,0,1
253,0,3,0,0.31425557167348017,0,0,0.01820118783001242,2,0
254,0,3,0,0.4263484109191613,0,0,0.018542765081513996,2,0
255,0,3,0,0.3538177502307794,0,0,0.014736618564782174,2,0
256,0,3,0,0.3538177502307794,0,0,0.015126992566498259,1,0
257,0,3,0,0.36700514308321247,0,0,0.015712553569072387,2,0
258,1,2,1,0.24831860741131478,0,0,0.025374310111545468,2,0
259,0,3,0,0.27469339311618096,0,0,0.015175789316712771,2,0
260,0,3,0,0.4790979823288936,1,0,0.033962538149299316,2,1
261,0,3,0,0.27469339311618096,0,0,0.015330377421392339,2,0
262,1,2,1,0.38019253593564556,0,2,0.044893010197349675,2,2
263,1,3,1,0.010945536067519452,1,1,0.023780217875537836,2,2
264,0,2,0,0.3933799287880786,0,0,0.024861944234293106,0,0
265,0,3,0,0.3538177502307794,0,0,0.015411575213749286,2,0
266,0,1,0,0.3538177502307794,0,0,0.0,2,0
267,0,3,0,0.3538177502307794,0,0,0.014736618564782174,2,0
268,1,3,1,0.3538177502307794,0,0,0.015712553569072387,2,0
269,0,3,0,0.22194382170644866,0,0,0.016908073949327893,2,0
270,0,1,0,0.6043782144270078,0,0,0.1468620176246054,0,0
271,0,3,0,0.3538177502307794,0,0,0.015126992566498259,1,0
272,1,1,1,0.34063035737834635,1,0,0.26697521827762305,0,1
273,1,3,1,0.3538177502307794,1,0,0.030253985132996517,1,1
274,0,3,0,0.3538177502307794,0,0,0.014102260811993537,0,0
275,1,2,1,0.2615060002637479,1,0,0.050748620223090936,2,1
276,0,2,0,0.36700514308321247,0,0,0.020494635090094415,2,0
277,0,2,0,0.5252538573124094,1,0,0.050748620223090936,2,1
278,0,2,0,0.3933799287880786,1,0,0.04098927018018883,2,1
279,0,2,0,0.287880785968614,0,0,0.020494635090094415,2,0
280,1,3,1,0.3010681788210471,0,0,0.016908073949327893,2,0
281,0,3,0,0.007648687854411184,1,1,0.026887009368195294,2,2
282,1,3,1,0.3538177502307794,0,0,0.015126992566498259,1,0
283,1,3,1,0.11644467888698405,1,1,0.029757819776815374,0,2
284,1,3,1,0.024132928919952525,1,1,0.039452172548431745,2,2
285,0,3,0,0.47250428590267707,0,0,0.014151057562208049,2,0
286,0,3,0,0.3538177502307794,0,0,0.014151057562208049,2,0
287,0,1,0,0.31425557167348017,1,0,0.16057390443488287,2,1
288,0,3,0,0.3538177502307794,0,0,0.014110458666029575,0,0
289,0,3,0,0.3538177502307794,0,0,0.015712553569072387,2,0
290,0,1,0,0.3538177502307794,0,0,0.07729405233978466,2,0
291,1,3,1,0.3933799287880786,0,0,0.013565496559633922,1,0
292,0,3,0,0.3538177502307794,0,0,0.014110458666029575,0,0
293,0,1,0,0.6966899643940393,1,1,0.15977676072337862,2,2
294,0,3,0,0.47250428590267707,0,0,0.018542765081513996,2,0
295,0,3,0,0.34063035737834635,0,0,0.015411575213749286,2,0
296,1,2,1,0.010945536067519452,1,2,0.08115719346076702,0,3
297,0,3,0,0.3538177502307794,2,0,0.04231498029001666,0,2
298,0,1,0,0.3933799287880786,0,0,0.08881008539040913,2,0
299,0,3,0,0.38019253593564556,0,0,0.015330377421392339,2,0
300,0,3,0,0.41975471449294477,0,0,0.015175789316712771,2,0
301,0,2,0,0.3538177502307794,0,0,0.02936744577509929,0,0
302,0,2,0,0.5648160358697086,0,1,0.04098927018018883,2,1
303,0,3,0,0.31425557167348017,0,0,0.016908073949327893,2,0
304,1,3,1,0.3538177502307794,0,0,0.015126992566498259,1,0
305,1,1,1,0.8417512857708032,1,1,0.051822148727810165,2,2
306,0,1,0,0.3933799287880786,1,2,0.29580589980036276,2,3
307,0,3,0,0.008703679282605828,0,1,0.018249984580226933,2,1
308,0,1,0,0.7230647500989055,1,1,0.18249984580226933,2,2
309,1,3,1,0.5911908215745747,1,0,0.027537567642055148,2,1
310,0,3,0,0.23513121455888172,0,0,0.016908073949327893,2,0
311,0,3,0,0.287880785968614,0,0,0.014102260811993537,0,0
312,0,3,0,0.3538177502307794,0,0,0.014785415314996686,2,0
313,1,3,1,0.48569167875511016,0,0,0.015126992566498259,1,0
314,1,1,1,0.7230647500989055,0,0,0.2647385704347907,0,0
315,1,3,1,0.22194382170644866,0,0,0.015094396337354966,1,0
316,0,1,0,0.7494395358037717,1,0,0.2859895551532101,0,1
317,0,2,0,0.24831860741131478,0,0,0.020494635090094415,2,0
318,0,3,0,0.3538177502307794,0,0,0.015330377421392339,2,0
319,0,2,0,0.287880785968614,2,0,0.061483905270283246,2,2
320,0,3,0,0.34063035737834635,0,0,0.015175789316712771,2,0
321,0,3,0,0.32744296452591326,0,0,0.014110458666029575,0,0
322,0,2,0,0.34063035737834635,0,0,0.025374310111545468,2,0
323,0,1,0,0.43294210734537786,0,0,0.051822148727810165,2,0
324,1,1,1,0.5120664644599763,0,0,0.41250332793836464,2,0
325,0,3,0,0.3010681788210471,0,0,0.013760683560491965,2,0
326,1,2,1,0.15600685744428328,2,1,0.07612293033463641,2,3
327,0,1,0,0.6043782144270078,0,0,0.15458810467956932,0,0
328,0,2,0,0.38019253593564556,1,0,0.050748620223090936,2,1
329,0,2,0,0.27469339311618096,0,0,0.025374310111545468,2,0
330,1,2,1,0.630753000131874,0,2,0.07173122281533045,2,2
331,0,1,0,0.5120664644599763,0,0,0.057970539254838485,0,0
332,0,3,0,0.3538177502307794,0,0,0.014102260811993537,0,0
333,1,3,1,0.24831860741131478,1,1,0.030725752114070404,0,2
334,0,3,0,0.3538177502307794,0,0,0.015411575213749286,2,0
335,0,1,0,0.3933799287880786,0,0,0.050748620223090936,2,0
336,0,2,0,0.41975471449294477,0,0,0.025374310111545468,2,0
337,0,3,0,0.5120664644599763,0,2,0.014110458666029575,0,2
338,0,2,0,0.32744296452591326,0,0,0.061483905270283246,2,0
339,0,3,0,0.3538177502307794,0,0,0.014110458666029575,0,0
340,0,2,0,0.23513121455888172,0,0,0.020494635090094415,2,0
341,0,3,0,0.41975471449294477,0,0,0.014793613169032724,2,0
342,0,3,0,0.3538177502307794,1,9,0.13575255909676825,2,10
343,1,1,1,0.7626269286562047,0,1,1.0,0,1
344,0,3,0,0.3538177502307794,1,1,0.028302115124416098,2,2
345,1,3,1,0.20875642885401557,0,0,0.014931805565640218,2,0
346,0,2,0,0.34063035737834635,0,0,0.025374310111545468,2,0
347,1,3,1,0.4988790716075432,0,0,0.014110458666029575,0,0
348,0,2,0,0.31425557167348017,0,0,0.026350245115835676,2,0
349,1,2,1,0.4065673216405117,0,0,0.04098927018018883,2,0
350,1,1,1,0.5911908215745747,0,1,0.12366716556464086,0,1
351,0,2,0,0.32744296452591326,0,0,0.020494635090094415,2,0
352,0,2,0,0.23513121455888172,0,0,0.1434624456306609,2,0
353,0,2,0,0.643940392984307,1,2,0.12687155055772734,2,3
354,1,3,1,0.0,1,2,0.04015972542654215,2,3
355,0,1,0,0.6571277858367401,0,0,0.050748620223090936,2,0
356,1,1,1,0.7758143215086378,2,0,0.10048070654571319,2,2
357,0,3,0,0.3538177502307794,0,0,0.01537917417160685,2,0
358,0,3,0,0.3538177502307794,0,0,0.015126992566498259,1,0
359,1,3,1,0.3933799287880786,1,0,0.030351578633425542,2,1
360,0,3,0,0.18897533957536597,8,2,0.13575255909676825,2,10
361,1,2,1,0.31425557167348017,1,1,0.07222738817151159,0,2
362,1,2,1,0.4065673216405117,0,0,0.04098927018018883,2,0
363,0,3,0,0.3538177502307794,0,0,0.016908073949327893,2,0
364,1,1,1,0.32744296452591326,1,0,0.1082149914547131,0,1
365,1,3,1,0.3538177502307794,1,9,0.13575255909676825,2,10
366,0,3,0,0.3538177502307794,1,0,0.028220722145058292,0,1
367,1,3,1,0.287880785968614,0,0,0.07746484096553544,2,0
368,1,1,1,0.5911908215745747,0,1,0.11594107850967697,0,1
369,0,2,0,0.38019253593564556,0,0,0.027049600139910042,0,0
370,0,2,0,0.27469339311618096,1,0,0.022446505098674838,2,1
371,1,1,1,0.4065673216405117,0,0,0.2625265161540666,0,0
372,0,1,0,0.643940392984307,0,0,0.0,2,0
373,0,2,0,0.5780034287221416,0,0,0.025374310111545468,2,0
374,1,1,1,0.7098773572464724,1,1,0.15977676072337862,2,2
375,1,1,1,0.5911908215745747,0,0,0.5121218935012878,0,0
376,1,3,1,0.287880785968614,2,0,0.016908073949327893,2,2
377,0,2,0,0.27469339311618096,0,0,0.022446505098674838,2,0
378,0,1,0,0.7230647500989055,0,0,0.09759350042902103,2,0
379,0,3,0,0.06369510747725175,4,2,0.06126431989431795,2,6
380,0,3,0,0.3538177502307794,0,0,0.015126992566498259,1,0
381,0,3,0,0.34063035737834635,0,0,0.01537917417160685,1,0
382,1,3,1,0.3538177502307794,0,0,0.028302115124416098,2,0
383,1,3,1,0.24831860741131478,1,0,0.031425107138144774,2,1
384,0,2,0,0.3538177502307794,0,0,0.025130326360472913,2,0
385,1,2,1,0.31425557167348017,1,2,0.12687155055772734,2,3
386,0,3,0,0.31425557167348017,0,0,0.015175789316712771,2,0
387,0,2,0,0.7494395358037717,0,0,0.025374310111545468,2,0
388,0,3,0,0.27469339311618096,0,0,0.015126992566498259,1,0
389,0,3,0,0.07688250032968483,3,1,0.04113566043083236,2,4
390,0,1,0,0.3010681788210471,0,0,0.18249984580226933,2,0
391,1,1,1,0.6703151786891732,0,1,0.07690367833806856,2,1
392,0,3,0,0.16919425029671636,0,2,0.03952536767375352,2,2
393,0,2,0,0.6175656072794409,0,0,0.020494635090094415,2,0
394,0,3,0,0.38019253593564556,3,1,0.04298993693898376,2,4
395,1,1,1,0.23513121455888172,1,0,0.11711220051482524,2,1
396,0,3,0,0.31425557167348017,0,0,0.014151057562208049,1,0
397,1,1,1,0.630753000131874,1,1,0.15458810467956932,0,2
398,0,3,0,0.287880785968614,0,0,0.015175789316712771,2,0
399,0,3,0,0.4065673216405117,0,0,0.015094396337354966,1,0
400,1,1,1,0.3933799287880786,0,0,0.32179836714362564,2,0
401,0,2,0,0.4988790716075432,1,0,0.04098927018018883,2,1
402,1,1,1,0.287880785968614,0,1,0.11594107850967697,0,1
403,0,1,0,0.22194382170644866,0,0,0.09193307740413781,2,0
404,0,1,0,0.5648160358697086,1,0,0.05410739813385612,0,1
405,0,2,0,0.2615060002637479,0,0,0.02705779799394608,0,0
406,0,2,0,0.3010681788210471,1,0,0.020494635090094415,2,1
407,0,1,0,0.6571277858367401,1,1,0.41282050681475896,0,2
408,1,3,1,0.3538177502307794,0,0,0.01506999796224771,1,0
409,1,3,1,0.0373203217723856,1,1,0.026887009368195294,2,2
410,1,3,1,0.3538177502307794,0,0,0.015126992566498259,1,0
411,1,1,1,0.48569167875511016,1,0,0.17566830077223786,1,1
412,1,3,1,0.36700514308321247,0,0,0.015175789316712771,2,0
413,0,3,0,0.3538177502307794,0,0,0.015712553569072387,2,0
414,1,1,1,0.5120664644599763,0,0,0.2125586439344078,0,0
415,0,3,0,0.5054727680337597,0,0,0.014151057562208049,2,0
416,0,3,0,0.3538177502307794,0,0,0.015712553569072387,2,0
417,0,3,0,0.3538177502307794,1,1,0.04364049521284362,0,2
